trial_num,session_num,stim_probability_left,contrast,position,response_choice,trial_correct,reaction_time
268,22,0.5,0.0625,-35.0,-1,1.0,0.45879999999999654
269,22,0.5,1.0,35.0,1,1.0,0.3388000000001057
270,22,0.5,0.25,-35.0,-1,1.0,0.5254000000002179
271,22,0.5,0.25,35.0,1,1.0,0.5021999999999025
272,22,0.5,0.25,35.0,1,1.0,0.4023000000001957
273,22,0.5,0.0625,-35.0,-1,1.0,0.5992000000001099
274,22,0.5,0.125,-35.0,1,0.0,0.8892000000000735
275,22,0.5,0.0625,35.0,1,1.0,1.0825999999999567
276,22,0.5,0.125,35.0,1,1.0,2.4993000000001757
277,22,0.5,0.25,-35.0,-1,1.0,0.5394000000001142
278,22,0.5,0.25,35.0,1,1.0,0.42620000000010805
279,22,0.5,0.25,35.0,1,1.0,0.2862000000002354
280,22,0.5,0.25,-35.0,-1,1.0,0.7727999999999611
281,22,0.5,0.25,35.0,1,1.0,0.30300000000011096
282,22,0.5,0.0,-35.0,-1,1.0,0.6729000000002543
283,22,0.5,0.0625,-35.0,1,0.0,0.4264989999999216
284,22,0.5,0.0625,-35.0,-1,1.0,0.45650000000000546
285,22,0.5,0.125,35.0,1,1.0,0.3364000000001397
286,22,0.5,0.25,-35.0,-1,1.0,0.5233000000000629
287,22,0.5,0.0625,-35.0,1,0.0,0.8566000000000713
288,22,0.5,0.25,-35.0,-1,1.0,0.39030000000002474
289,22,0.5,0.0625,35.0,1,1.0,0.33009999999990214
290,22,0.5,0.0625,35.0,1,1.0,0.2702999999999065
291,22,0.5,0.25,35.0,1,1.0,0.27690000000006876
292,22,0.5,1.0,35.0,1,1.0,0.2403999999999087
293,22,0.5,0.0625,35.0,1,1.0,0.34699999999998
294,22,0.5,0.0,-35.0,-1,1.0,0.5371000000002368
295,22,0.5,0.25,-35.0,-1,1.0,0.6971000000000913
296,22,0.5,1.0,-35.0,-1,1.0,0.6040000000000418
297,22,0.5,0.25,-35.0,-1,1.0,0.6274000000000797
298,22,0.5,0.25,-35.0,1,0.0,0.4473000000002685
299,22,0.5,0.25,35.0,1,1.0,0.3043999999999869
300,22,0.5,1.0,-35.0,-1,1.0,0.4475000000002183
301,22,0.5,0.0,35.0,1,1.0,0.45080000000007203
302,22,0.5,1.0,-35.0,-1,1.0,0.4210000000000491
303,22,0.5,0.25,35.0,1,1.0,0.37100000000032196
304,22,0.5,0.125,35.0,1,1.0,0.3645000000001346
305,22,0.5,0.25,35.0,1,1.0,0.4678000000001248
306,22,0.5,0.125,35.0,1,1.0,0.3013000000003103
307,22,0.5,0.25,35.0,1,1.0,0.2980000000002292
308,22,0.5,0.25,35.0,1,1.0,0.34799999999995634
309,22,0.5,0.25,-35.0,-1,1.0,0.5614989999999125
310,22,0.5,0.0625,35.0,1,1.0,1.2346999999999753
311,22,0.5,1.0,35.0,1,1.0,0.2215000000001055
312,22,0.5,0.125,35.0,1,1.0,0.38160000000016225
313,22,0.5,1.0,35.0,1,1.0,0.18160000000011678
314,22,0.5,0.0,-35.0,1,0.0,1.0183000000001812
315,22,0.5,0.125,35.0,1,1.0,0.21850000000017644
316,22,0.5,1.0,-35.0,-1,1.0,0.40190000000006876
317,22,0.5,1.0,-35.0,-1,1.0,0.531800000000203
318,22,0.5,0.0625,35.0,1,1.0,0.25860000000011496
319,22,0.5,0.25,35.0,1,1.0,0.2555999999999585
320,22,0.5,0.0,-35.0,1,0.0,0.5054999999999836
321,22,0.5,0.125,35.0,1,1.0,0.35560000000009495
322,22,0.5,0.0625,-35.0,-1,1.0,0.7522999999998774
323,22,0.5,0.125,35.0,1,1.0,0.3523000000000138
324,22,0.5,0.25,-35.0,-1,1.0,0.4157000000000153
325,22,0.5,0.0,-35.0,-1,1.0,0.7524000000000797
326,22,0.5,0.25,-35.0,-1,1.0,0.4391000000000531
327,22,0.5,0.0625,-35.0,1,0.0,0.33920000000011896
328,22,0.5,0.0,35.0,1,1.0,2.2427000000000135
329,22,0.5,0.25,35.0,1,1.0,0.3293999999998505
330,22,0.5,1.0,35.0,1,1.0,0.2961000000002514
331,22,0.5,0.25,35.0,1,1.0,0.3628000000001066
332,22,0.5,0.125,35.0,1,1.0,0.3563000000001466
333,22,0.5,0.25,35.0,1,1.0,0.34970000000021173
334,22,0.5,0.0625,-35.0,-1,1.0,0.4798000000000684
335,22,0.5,0.125,-35.0,-1,1.0,0.5731000000000677
336,22,0.5,1.0,35.0,1,1.0,0.3399000000001706
337,22,0.5,0.125,-35.0,-1,1.0,0.6299000000001342
338,22,0.5,0.25,35.0,1,1.0,0.530100000000175
339,22,0.5,0.25,35.0,1,1.0,0.3333990000000995
340,22,0.5,0.0625,35.0,1,1.0,0.43679999999994834
341,22,0.5,0.125,-35.0,-1,1.0,0.7735000000000127
342,22,0.5,0.125,-35.0,-1,1.0,0.8503000000000611
343,22,0.5,0.0,35.0,1,1.0,0.7037000000000262
344,22,0.5,0.0625,35.0,-1,0.0,0.47030000000017935
345,22,0.5,0.125,35.0,1,1.0,0.2639000000001488
346,22,0.5,0.125,35.0,1,1.0,0.24390000000016698
347,22,0.5,0.0625,35.0,-1,0.0,0.6472999999998592
348,22,0.6,0.0625,-35.0,-1,1.0,0.3741000000002259
349,22,0.5,1.0,35.0,1,1.0,0.38750000000027285
350,22,0.5,0.125,-35.0,-1,1.0,0.3308999999999287
351,22,0.5,0.125,35.0,1,1.0,0.35429999999996653
352,22,0.5,0.25,35.0,1,1.0,0.3544000000001688
353,22,0.5,1.0,35.0,1,1.0,0.38790000000017244
354,22,0.5,0.25,35.0,1,1.0,0.26119900000003327
355,22,0.5,0.25,35.0,1,1.0,0.36789999999996326
356,22,0.5,1.0,35.0,1,1.0,0.3580000000001746
357,22,0.5,0.125,35.0,1,1.0,0.39800000000013824
358,22,0.5,0.0625,-35.0,-1,1.0,0.47479999999995925
359,22,0.5,0.0625,-35.0,-1,1.0,0.40160000000014406
360,22,0.5,0.0625,-35.0,-1,1.0,1.1481999999998607
361,22,0.5,0.125,-35.0,-1,1.0,0.5216000000002623
362,22,0.5,0.0,35.0,1,1.0,1.518500000000131
363,22,0.5,1.0,-35.0,-1,1.0,0.3286000000000513
364,22,0.5,0.25,35.0,1,1.0,0.3787000000002081
365,22,0.5,0.125,35.0,1,1.0,0.4553000000000793
366,22,0.5,1.0,-35.0,-1,1.0,0.5587000000000444
367,22,0.5,0.125,-35.0,1,0.0,2.0454999999999472
368,22,0.5,0.0625,35.0,1,1.0,2.288900999999896
369,22,0.5,0.0,-35.0,1,0.0,1.4922010000000228
370,22,0.5,0.0625,-35.0,-1,1.0,0.5525010000001203
371,22,0.5,0.125,-35.0,-1,1.0,0.6625010000000202
372,22,0.5,1.0,35.0,1,1.0,0.339301000000205
373,22,0.5,1.0,35.0,1,1.0,0.4460010000002512
374,22,0.5,0.0625,35.0,1,1.0,0.27270100000009734
375,22,0.5,1.0,35.0,1,1.0,0.3362000000001899
376,22,0.5,0.0625,-35.0,-1,1.0,0.5562009999998736
377,22,0.5,0.0625,35.0,1,1.0,1.7430010000000493
378,22,0.5,0.25,-35.0,-1,1.0,0.5099010000001272
379,22,0.5,0.0,35.0,-1,0.0,2.2265010000000984
380,22,0.5,0.0625,35.0,-1,0.0,2.1599009999999907
381,22,0.5,0.0625,35.0,1,1.0,1.6400009999999838
382,22,0.5,1.0,-35.0,-1,1.0,0.8235010000000784
383,22,0.5,0.0625,35.0,1,1.0,1.5868010000001505
384,22,0.5,0.125,35.0,1,1.0,0.7571009999999205
385,22,0.5,1.0,35.0,1,1.0,0.720401000000038
386,22,0.5,1.0,35.0,1,1.0,0.5207009999999173
387,22,0.5,0.125,35.0,1,1.0,5.624001000000135
388,22,0.5,0.25,35.0,1,1.0,1.194101000000046
389,22,0.5,0.0,35.0,-1,0.0,20.547600999999986
390,22,0.5,0.25,35.0,1,1.0,4.211500999999998
391,22,0.5,1.0,-35.0,-1,1.0,2.1116010000000642
392,22,0.5,0.0625,-35.0,1,0.0,7.518200999999863
393,22,0.5,0.125,35.0,1,1.0,0.5286009999999806
394,22,0.5,0.25,-35.0,-1,1.0,2.4151010000000497
395,22,0.5,0.25,-35.0,-1,1.0,2.6820010000001275
396,22,0.5,0.25,-35.0,-1,1.0,0.42560100000014245
397,22,0.5,1.0,-35.0,-1,1.0,0.2755010000000766
398,22,0.5,0.0625,-35.0,-1,1.0,5.565601000000015
399,22,0.5,0.25,35.0,1,1.0,0.8957010000001446
400,22,0.5,0.0625,-35.0,-1,1.0,4.875801000000138
401,22,0.5,0.0,35.0,-1,0.0,8.785800999999992
402,22,0.5,0.0625,-35.0,-1,1.0,1.4128010000001723
403,22,0.5,0.0625,35.0,-1,0.0,7.94960100000003
404,22,0.5,0.125,-35.0,-1,1.0,0.5598009999998794
405,22,0.5,0.25,-35.0,-1,1.0,3.0932000000000244
406,22,0.5,1.0,35.0,1,1.0,0.5000010000001112
407,22,0.5,0.0,35.0,-1,0.0,1.4168010000000777
408,22,0.2,0.0,35.0,1,1.0,5.723400999999967
409,22,0.5,1.0,35.0,1,1.0,0.7169010000000071
410,22,0.5,1.0,-35.0,-1,1.0,1.3470010000000912
1,23,0.5,0.0,35.0,1,1.0,0.3300000000000003
2,23,0.5,0.0625,35.0,1,1.0,0.37940100000000054
3,23,0.5,0.25,-35.0,-1,1.0,0.46770099999999815
4,23,0.5,1.0,35.0,1,1.0,0.36970099999999917
5,23,0.5,0.0,-35.0,1,0.0,0.338499999999998
6,23,0.5,0.25,35.0,1,1.0,0.2925009999999979
7,23,0.5,0.125,-35.0,-1,1.0,0.2151009999999971
8,23,0.5,1.0,35.0,1,1.0,0.14720099999999903
9,23,0.5,0.25,-35.0,-1,1.0,0.3371010000000041
10,23,0.5,0.25,-35.0,-1,1.0,0.2573009999999982
11,23,0.5,0.0625,-35.0,-1,1.0,0.11960100000000295
12,23,0.5,0.0,35.0,-1,0.0,0.3255009999999956
13,23,0.5,0.125,-35.0,-1,1.0,0.5809009999999972
14,23,0.5,0.25,35.0,1,1.0,0.4878010000000046
15,23,0.5,0.125,-35.0,1,0.0,0.23340100000000064
16,23,0.4,0.125,-35.0,-1,1.0,0.35430000000000206
17,23,0.5,1.0,35.0,1,1.0,0.26670099999999763
18,23,0.5,1.0,35.0,1,1.0,0.20670099999999536
19,23,0.5,0.125,35.0,1,1.0,0.3609010000000126
20,23,0.5,0.25,35.0,1,1.0,0.22230100000000164
21,23,0.5,0.25,35.0,1,1.0,0.14360100000000386
22,23,0.5,0.0625,-35.0,1,0.0,0.1607010000000031
23,23,0.5,0.25,35.0,1,1.0,0.2660009999999886
