trial_num,session_num,stim_probability_left,contrast,position,response_choice,trial_correct,reaction_time
215,11,0.5,0.0625,35.0,-1,0.0,4.271900000000187
216,11,0.5,0.0,-35.0,-1,1.0,0.8207000000002154
217,11,0.5,1.0,-35.0,-1,1.0,0.28330000000005384
218,11,0.5,1.0,35.0,-1,0.0,1.0859000000000378
219,11,0.5,0.0625,35.0,-1,0.0,12.073200000000043
220,11,0.5,0.0,35.0,-1,0.0,9.873000000000047
221,11,0.0,0.0,35.0,-1,0.0,7.103700000000117
222,11,0.5,1.0,35.0,-1,0.0,20.5142000000003
223,11,0.0,1.0,35.0,-1,0.0,7.401000000000067
224,11,0.0,1.0,35.0,-1,0.0,15.50790000000029
225,11,0.0,1.0,35.0,-1,0.0,11.738400000000183
226,11,0.0,1.0,-35.0,-1,1.0,0.23879999999985557
227,11,0.5,1.0,35.0,-1,0.0,6.708900000000085
228,11,0.0,1.0,35.0,-1,0.0,15.322099999999864
229,11,0.0,1.0,35.0,-1,0.0,13.6717000000001
230,11,0.0,1.0,35.0,-1,0.0,5.193000000000211
231,11,0.0,1.0,-35.0,-1,1.0,0.4832000000001244
232,11,0.5,1.0,35.0,-1,0.0,10.406200000000126
233,11,0.5,0.0625,-35.0,-1,1.0,11.14689999999996
234,11,0.5,0.0625,35.0,-1,0.0,5.2103000000001884
235,11,0.5,0.25,-35.0,-1,1.0,7.150600000000168
236,11,0.5,0.0625,35.0,-1,0.0,3.5433000000000447
237,11,0.0,0.0625,35.0,-1,0.0,10.45750000000021
238,11,0.5,1.0,35.0,-1,0.0,2.8003000000001066
239,11,0.0,1.0,-35.0,-1,1.0,7.964399999999841
240,11,0.5,1.0,35.0,-1,0.0,0.22899999999981446
241,11,0.5,0.125,35.0,-1,0.0,2.514900000000125
242,11,0.5,0.25,-35.0,-1,1.0,7.044900000000098
243,11,0.5,0.0625,-35.0,-1,1.0,0.2576000000001386
244,11,0.5,0.125,-35.0,-1,1.0,0.23469999999997526
245,11,0.5,1.0,35.0,-1,0.0,0.9486000000001695
246,11,0.5,0.125,35.0,-1,0.0,4.972100000000182
247,11,0.5,0.25,35.0,-1,0.0,10.412099999999782
248,11,0.0,0.25,35.0,-1,0.0,30.312400000000025
249,11,0.5,1.0,35.0,-1,0.0,28.19230000000016
250,11,0.5,0.125,35.0,-1,0.0,5.573800000000119
251,11,0.5,0.0,-35.0,-1,1.0,18.780300000000125
252,11,0.5,1.0,-35.0,-1,1.0,0.34700000000020736
253,11,0.5,0.25,-35.0,-1,1.0,3.2210999999999785
254,11,0.5,1.0,-35.0,-1,1.0,0.22020000000020445
255,11,0.5,0.0625,35.0,-1,0.0,2.0535999999999603
256,11,0.5,0.125,-35.0,-1,1.0,0.6373999999998432
257,11,0.5,1.0,-35.0,0,0.0,60.024700000000166
258,11,0.1,1.0,35.0,-1,0.0,1.4992999999999483
259,11,0.1,1.0,-35.0,-1,1.0,10.639100000000326
260,11,0.5,1.0,35.0,1,1.0,24.370100000000093
261,11,0.5,1.0,35.0,1,1.0,18.63650000000007
262,11,0.5,0.25,35.0,-1,0.0,2.6637000000000626
263,11,0.5,0.0625,-35.0,-1,1.0,1.4238000000000284
264,11,0.5,0.125,-35.0,-1,1.0,25.903999999999996
265,11,0.5,1.0,35.0,-1,0.0,8.214399999999841
266,11,0.5,0.25,35.0,-1,0.0,5.551800000000185
267,11,0.5,0.125,35.0,-1,0.0,16.807199999999966
268,11,0.2,0.125,-35.0,-1,1.0,10.541700000000219
269,11,0.5,1.0,35.0,-1,0.0,8.628900000000158
270,11,0.5,0.0625,35.0,-1,0.0,18.875500000000102
271,11,0.5,0.0625,35.0,-1,0.0,19.229299999999967
272,11,0.5,0.25,-35.0,-1,1.0,16.620100000000093
273,11,0.5,0.125,-35.0,1,0.0,15.786900000000287
274,11,0.1,0.125,35.0,-1,0.0,9.590700000000197
275,11,0.5,1.0,35.0,-1,0.0,13.330799999999954
276,11,0.5,0.125,-35.0,-1,1.0,10.774400000000014
277,11,0.5,1.0,35.0,-1,0.0,5.241300000000365
278,11,0.1,1.0,35.0,-1,0.0,5.084800000000087
279,11,0.1,1.0,-35.0,-1,1.0,14.501600000000053
280,11,0.5,1.0,35.0,-1,0.0,6.991900000000214
281,11,0.5,0.0,35.0,-1,0.0,3.598700000000008
282,11,0.5,0.125,-35.0,-1,1.0,6.529099999999971
283,11,0.5,0.125,-35.0,-1,1.0,11.241900000000214
284,11,0.5,1.0,35.0,-1,0.0,13.912500000000136
285,11,0.5,0.0,-35.0,-1,1.0,17.94290000000001
286,11,0.5,1.0,-35.0,1,0.0,4.856899999999996
287,11,0.5,0.0625,-35.0,-1,1.0,24.746700000000146
288,11,0.5,0.25,-35.0,-1,1.0,14.185100000000148
289,11,0.5,1.0,-35.0,-1,1.0,5.340599999999995
290,11,0.5,1.0,-35.0,-1,1.0,7.4103000000000065
291,11,0.5,0.25,35.0,-1,0.0,2.227100000000064
292,11,0.1,0.25,35.0,-1,0.0,8.341300000000047
293,11,0.5,1.0,35.0,-1,0.0,17.76160000000027
294,11,0.1,1.0,35.0,-1,0.0,4.962199999999939
295,11,0.1,1.0,35.0,-1,0.0,13.462300000000141
296,11,0.1,1.0,35.0,-1,0.0,1.8830000000002656
297,11,0.0,1.0,35.0,-1,0.0,21.902599999999893
298,11,0.0,1.0,-35.0,-1,1.0,12.806500000000142
299,11,0.5,1.0,35.0,-1,0.0,3.057000999999673
300,11,0.5,0.25,-35.0,-1,1.0,2.8870010000000548
301,11,0.5,0.0625,-35.0,-1,1.0,16.68710100000044
302,11,0.5,0.25,-35.0,-1,1.0,3.5242010000001756
303,11,0.5,0.25,-35.0,-1,1.0,11.712001000000328
304,11,0.5,0.0,-35.0,-1,1.0,10.404399999999896
305,11,0.5,0.0625,-35.0,-1,1.0,6.147300999999516
306,11,0.5,0.0625,-35.0,-1,1.0,8.2249010000005
307,11,0.5,0.125,35.0,-1,0.0,9.83500099999992
308,11,0.5,0.0625,35.0,-1,0.0,2.552100999999766
309,11,0.0,0.0625,-35.0,-1,1.0,9.7591010000001
310,11,0.5,1.0,35.0,-1,0.0,12.874800999999934
311,11,0.0,1.0,35.0,-1,0.0,0.7261010000001988
312,11,0.0,1.0,35.0,-1,0.0,1.3028009999998176
313,11,0.0,1.0,35.0,-1,0.0,0.6331009999998969
314,11,0.0,1.0,-35.0,-1,1.0,3.4864010000001144
315,11,0.5,1.0,35.0,-1,0.0,1.1231010000001334
316,11,0.5,0.0625,-35.0,-1,1.0,4.940400999999838
317,11,0.5,0.0625,-35.0,-1,1.0,4.497001000000182
318,11,0.5,0.0,35.0,-1,0.0,1.6835009999999784
319,11,0.5,0.0,35.0,-1,0.0,40.336301000000276
320,11,0.5,0.25,-35.0,-1,1.0,14.891201000000365
321,11,0.5,0.125,-35.0,-1,1.0,1.1414009999998598
322,11,0.5,0.0,-35.0,-1,1.0,11.744701000000077
323,11,0.5,0.0625,35.0,-1,0.0,15.179100999999719
324,11,0.0,0.0625,35.0,-1,0.0,10.07180100000005
325,11,0.5,1.0,35.0,-1,0.0,1.3231010000004062
326,11,0.5,0.0,-35.0,-1,1.0,11.186501000000135
327,11,0.5,0.125,-35.0,1,0.0,4.042201000000205
328,11,0.5,0.25,35.0,1,1.0,10.386001000000306
329,11,0.5,0.0625,35.0,1,1.0,6.066001000000142
330,11,0.5,0.25,35.0,-1,0.0,2.079201000000012
331,11,0.3,0.25,35.0,1,1.0,3.547801000000163
332,11,0.5,1.0,35.0,1,1.0,12.190100999999686
333,11,0.5,1.0,35.0,-1,0.0,26.110301000000618
334,11,0.5,0.0625,-35.0,-1,1.0,11.064101000000392
335,11,0.5,0.0,35.0,-1,0.0,5.907901000000038
336,11,0.5,0.0625,-35.0,-1,1.0,13.947801000000254
337,11,0.5,1.0,35.0,1,1.0,11.291101000000253
338,11,0.5,0.25,35.0,-1,0.0,7.225200999999743
339,11,0.4,0.25,35.0,-1,0.0,5.725701000000299
340,11,0.5,1.0,-35.0,-1,1.0,20.285701000000245
341,11,0.5,0.0625,-35.0,1,0.0,1.9192010000001574
342,11,0.5,0.0625,-35.0,-1,1.0,8.47260099999994
343,11,0.5,0.25,35.0,-1,0.0,5.174301000000469
344,11,0.5,0.25,35.0,-1,0.0,1.9558010000005197
345,11,0.5,0.0625,35.0,-1,0.0,8.1632010000003
346,11,0.5,0.25,-35.0,1,0.0,11.683700999999928
347,11,0.5,0.0625,35.0,-1,0.0,17.453801000000112
348,11,0.2,0.0625,35.0,-1,0.0,27.447001
349,11,0.5,1.0,35.0,1,1.0,13.231201000000056
350,11,0.5,0.125,35.0,-1,0.0,1.3247010000004593
351,11,0.5,0.0625,35.0,-1,0.0,3.4945010000001275
352,11,0.5,0.0625,35.0,-1,0.0,19.231901000000107
353,11,0.5,0.25,35.0,-1,0.0,10.429001000000426
354,11,0.5,0.25,35.0,1,1.0,3.2228009999998903
355,11,0.5,0.25,35.0,-1,0.0,3.0493010000004688
356,11,0.5,0.125,35.0,1,1.0,9.142301000000316
357,11,0.5,0.0625,-35.0,-1,1.0,5.692601000000195
358,11,0.5,0.25,-35.0,-1,1.0,0.8333010000001195
359,11,0.5,0.25,35.0,-1,0.0,8.996600999999828
360,11,0.5,0.25,-35.0,-1,1.0,0.8934010000002672
361,11,0.5,1.0,-35.0,-1,1.0,8.073001000000204
362,11,0.5,0.0625,-35.0,-1,1.0,42.41440099999954
363,11,0.5,1.0,35.0,-1,0.0,6.278201000000081
364,11,0.5,0.125,-35.0,-1,1.0,13.668800999999803
365,11,0.5,0.25,-35.0,-1,1.0,12.231401000000005
366,11,0.5,0.125,35.0,1,1.0,3.2552009999999427
367,11,0.5,0.25,35.0,-1,0.0,16.692201000000296
368,11,0.5,0.125,-35.0,1,0.0,14.359201000000212
369,11,0.5,0.0625,35.0,1,1.0,34.036301000000094
370,11,0.5,1.0,35.0,1,1.0,3.3093010000002323
371,11,0.5,0.25,35.0,-1,0.0,4.837101000000075
372,11,0.5,0.0,-35.0,1,0.0,1.6816009999997732
373,11,0.5,0.0625,-35.0,-1,1.0,6.983401000000413
374,11,0.5,0.0625,35.0,1,1.0,5.55020100000047
375,11,0.5,0.25,35.0,1,1.0,2.027400999999827
376,11,0.5,1.0,35.0,1,1.0,10.104601000000002
377,11,0.5,0.0625,-35.0,1,0.0,5.761401000000205
378,11,0.5,0.0,35.0,-1,0.0,0.4820009999998547
379,11,0.5,0.125,35.0,-1,0.0,4.058200999999826
380,11,0.6,0.125,-35.0,-1,1.0,10.375001000000339
381,11,0.5,1.0,-35.0,-1,1.0,0.21220100000027742
382,11,0.5,0.25,35.0,1,1.0,9.59110099999998
383,11,0.5,0.25,-35.0,-1,1.0,1.2458010000004833
384,11,0.5,1.0,35.0,-1,0.0,3.6726010000002134
385,11,0.5,0.0625,35.0,1,1.0,25.132101000000148
386,11,0.5,0.0,35.0,-1,0.0,10.049701000000368
387,11,0.5,0.125,-35.0,-1,1.0,9.239600999999766
388,11,0.5,1.0,35.0,-1,0.0,0.22950100000025486
389,11,0.5,0.0625,35.0,-1,0.0,12.823701000000256
390,11,0.5,0.0,-35.0,-1,1.0,10.691101000000344
391,11,0.5,1.0,-35.0,-1,1.0,0.4575009999998656
392,11,0.5,0.25,-35.0,1,0.0,8.81800099999964
393,11,0.5,0.25,-35.0,-1,1.0,6.588101000000279
394,11,0.5,1.0,35.0,1,1.0,18.277201000000332
395,11,0.5,0.25,35.0,1,1.0,7.3757009999999354
396,11,0.5,0.25,35.0,-1,0.0,36.5686010000004
397,11,0.5,0.25,-35.0,-1,1.0,0.28600100000039674
398,11,0.5,0.125,-35.0,1,0.0,7.062200999999732
399,11,0.5,0.0625,-35.0,-1,1.0,11.256301000000349
400,11,0.5,1.0,35.0,-1,0.0,6.163100999999642
401,11,0.4,1.0,-35.0,1,0.0,2.196401000000151
402,11,0.5,1.0,-35.0,1,0.0,6.847001000000091
403,11,0.5,1.0,35.0,1,1.0,25.45020100000056
404,11,0.5,1.0,35.0,-1,0.0,4.557701000000179
405,11,0.5,0.25,-35.0,1,0.0,0.5210010000000693
406,11,0.5,0.0625,35.0,1,1.0,13.171200999999655
407,11,0.5,0.25,-35.0,-1,1.0,2.8922010000001137
408,11,0.5,1.0,-35.0,-1,1.0,7.524300999999923
409,11,0.5,0.0625,-35.0,1,0.0,1.4477010000000519
410,11,0.5,0.0,35.0,-1,0.0,17.564300999999887
1,12,0.5,0.0625,-35.0,-1,1.0,0.35699999999999976
2,12,0.5,0.125,-35.0,-1,1.0,0.36329999999999973
3,12,0.5,1.0,-35.0,-1,1.0,0.38339999999999996
4,12,0.5,0.0,35.0,-1,0.0,0.31899999999999906
5,12,0.5,0.125,35.0,1,1.0,0.6155000000000008
6,12,0.5,0.125,35.0,1,1.0,0.31670000000000087
7,12,0.5,0.125,35.0,1,1.0,0.5407010000000021
8,12,0.5,0.125,35.0,1,1.0,0.48720100000000244
9,12,0.5,0.0625,35.0,-1,0.0,0.40590099999999296
10,12,0.5,0.25,35.0,-1,0.0,2.1084010000000006
11,12,0.5,0.0625,-35.0,-1,1.0,0.40640099999999535
12,12,0.5,0.125,35.0,-1,0.0,0.22710100000000466
13,12,0.5,0.25,35.0,1,1.0,0.5932010000000005
14,12,0.5,1.0,35.0,1,1.0,0.3881009999999918
15,12,0.5,1.0,35.0,1,1.0,0.4505009999999956
16,12,0.5,0.125,35.0,1,1.0,0.24910099999999602
17,12,0.5,0.0625,-35.0,1,0.0,0.9004010000000022
18,12,0.6,0.0625,-35.0,-1,1.0,0.38880100000000084
19,12,0.5,1.0,35.0,1,1.0,0.27670100000000275
20,12,0.5,1.0,-35.0,-1,1.0,0.3435010000000034
21,12,0.5,0.125,35.0,1,1.0,0.6663010000000043
22,12,0.5,0.125,-35.0,-1,1.0,0.5238009999999917
23,12,0.5,0.0625,-35.0,-1,1.0,1.2477009999999922
